uoc,saf,tipo_organismo,n_adj,localidad,provincia,lat,lon,confianza,fuente,verificado
84/114 - DISTRITO ELECTORAL - TIERRA DEL FUEGO,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,40,Ushuaia,Tierra del Fuego,-54.8074039816905,-68.3037571781958,alta,deepseek+georef,0
37/089 - Escuadrón Seguridad Vial San Nicolas,375 - Gendarmeria Nacional,seguridad_defensa,39,San Nicolás,Buenos Aires,-34.6037699996038,-58.3815970890394,alta,denominacion,1
84/127 - SUBDISTRITO ELECTORAL BAHIA BLANCA,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,38,Bahía Blanca,Buenos Aires,-38.7227702772442,-62.2727419998288,alta,denominacion,1
37/045 - Escuadrón 23 Tinogasta,375 - Gendarmeria Nacional,seguridad_defensa,38,Tinogasta,Catamarca,-28.0655616313794,-67.564368979148,alta,denominacion,1
74/13 - PARQUE NACIONAL CAMPO DE LOS ALISOS,107 - Administración de Parques Nacionales,administracion,37,Campo de los Alisos,Tucumán,-24.8164401,-65.4359594,alta,denominacion,1
37/116 - Escuadron 62 Rio Grande,375 - Gendarmeria Nacional,seguridad_defensa,37,Río Grande,Tierra del Fuego,-53.7863260891398,-67.6963281355519,alta,denominacion,1
491/0 - Dirección General Técnica y Administrativa - ADN,120 - Agencia de Deportes Nacional,administracion,36,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
74/16 - Delegación Centro DRC - APN,107 - Administración de Parques Nacionales,administracion,36,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
74/42 - Unidad de Compras - Parque Nacional Campos del Tuyú,107 - Administración de Parques Nacionales,administracion,36,General Lavalle,Buenos Aires,-36.4080860934361,-56.9433578443012,media,deepseek+georef,0
42/04 -  Compras Fray Luis Beltrán,451 - Dirección General de Fabricaciones Militares,seguridad_defensa,36,Fray Luis Beltrán,Santa Fe,-32.7815481103946,-60.7310114690631,alta,denominacion,1
Dirección de Compras y Contrataciones de Energía,328 - Secretaría de Gobierno de Energía,administracion,36,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
477/000 - Departamento de Compras y Adquisiciones -INC,915 - Instituto Nacional del Cáncer,salud_social,35,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
505 - MINISTERIO DE CAPITAL HUMANO,388 - MINSTERIO DE CAPITAL HUMANO,salud_social,35,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
74/21 - Monumento Natural Laguna de los Pozuelos,107 - Administración de Parques Nacionales,administracion,35,Laguna de los Pozuelos,Jujuy,-22.3512684,-66.00129,alta,denominacion,1
74/37 - Parque Nacional San Guillermo,107 - Administración de Parques Nacionales,administracion,34,San Guillermo,San Juan,-30.3584540113083,-61.9173192981809,alta,denominacion,1
84/108 - DISTRITO ELECTORAL - LA PAMPA,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,34,Santa Rosa,La Pampa,-36.6204011947334,-64.2906300356297,alta,deepseek+georef,0
74/49 - Unidad Coordinadora de Proyectos con Financiamiento Externo - UCEFE,107 - Administración de Parques Nacionales,administracion,33,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
74/07 - INTENDENCIA TIERRA DEL FUEGO,107 - Administración de Parques Nacionales,administracion,33,Ushuaia,Tierra del Fuego,-54.8074039816905,-68.3037571781958,alta,deepseek+georef,0
37/137 - ESCUADRÓN NÚCLEO AGUILARES,375 - Gendarmeria Nacional,seguridad_defensa,33,Aguilares,Tucumán,-27.4350836108284,-65.6149801745018,alta,denominacion,1
74/12 - Dirección Regional NOA,107 - Administración de Parques Nacionales,administracion,31,Salta,Salta,-24.7831983811283,-65.4102509654276,media,deepseek+georef,0
74/14 - Parque Nacionales Los Cardones,107 - Administración de Parques Nacionales,administracion,30,Cachi,Salta,-25.1199676490935,-66.1618759239973,media,deepseek+georef,0
74/41 - Reserva Nacional Pizarro,107 - Administración de Parques Nacionales,administracion,30,General Mosconi,Salta,-22.5995511048695,-63.8113270912528,media,deepseek+georef,0
46/02 - 2° Distrito Córdoba - DNV,604 - Dirección Nacional de Vialidad,infraestructura,29,Córdoba,Córdoba,-31.4150461523809,-64.1791140755104,alta,denominacion,1
74/40 - RESERVA NATURAL ESTRICTA SAN ANTONIO,107 - Administración de Parques Nacionales,administracion,29,San Antonio,Misiones,-26.0573709006984,-53.7341195284472,alta,denominacion,1
436 - Dirección General de Administración - JST,671 - JUNTA DE SEGURIDAD EN EL TRANSPORTE,administracion,28,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
493/00 - COMPRAS DE LA DIRECCION DE OBRA SOCIAL DEL S.P.F,9196 - Dirección de Obra Social del Servicio Penitenciario Federal,seguridad_defensa,28,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
37/140 - ESCUADRON 66 SAN JUAN,375 - Gendarmeria Nacional,seguridad_defensa,28,San Juan,San Juan,-31.5372590360945,-68.5250172058885,alta,denominacion,1
37/123 - Comando De Región VIII,375 - Gendarmeria Nacional,seguridad_defensa,28,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
80/12 - Compras y Contrataciones Internacionales - MSYDS,310 - Ministerio de Salud,salud_social,27,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
84/110 - DISTRITO ELECTORAL - TUCUMAN,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,27,San Miguel de Tucumán,Tucumán,-26.8303887617109,-65.2037797033494,alta,deepseek+georef,0
37/055 - Destacamento Movil 4,375 - Gendarmeria Nacional,seguridad_defensa,26,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
84/125 - DISTRITO ELECTORAL - FORMOSA,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,24,Formosa,Formosa,-26.185008983147,-58.1748964834654,alta,denominacion,1
37/074 - Escuadrón Seguridad Zarate - Brazo Largo,375 - Gendarmeria Nacional,seguridad_defensa,24,Zárate,Buenos Aires,-34.0989165196293,-59.0296629320907,alta,denominacion,1
48/000 - Departamento de Suministros,608 - Instituto Nacional de Tecnología Industrial,ciencia_universidad,23,San Martín,Buenos Aires,-34.5771577,-58.5377237,media,deepseek+nominatim,0
262/11 Direccion General de Proyectos con Financiamiento Externo y Cooperacion Internacional,317 - Ministerio de Ambiente y Desarrollo Sostenible,administracion,22,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
74/48 - Parque Interjurisdiccional Marino Makenke,107 - Administración de Parques Nacionales,administracion,22,Puerto Deseado,Santa Cruz,-47.7517194088909,-65.9009487268108,media,deepseek+georef,0
37/123 - COMANDO DE REGIÓN VII,375 - Gendarmeria Nacional,seguridad_defensa,22,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
37/138 - ESCUADRON 51  FONTANA,375 - Gendarmeria Nacional,seguridad_defensa,22,Fontana,Chaco,-27.4202374033126,-59.0373912551351,alta,denominacion,1
58 - Organismo Regulador del Sistema Nacional de Aeropuertos,664 - Organismo Regulador del Sistema Nacional de Aeropuertos,administracion,22,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
140/000 - Dirección de Compras y Contrataciones - INAI,118 - Instituto Nacional de Asuntos Indígenas,salud_social,21,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
504 - SUBSECRETARÍA DE GESTIÓN ADMINISTRATIVA DE INFRAESTRUCTURA,377 - INFRAESTRUCTURA ECONOMICA Y SOCIAL,infraestructura,20,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
74/22 - Departamento de Administración - Parque Nacional Baritu,107 - Administración de Parques Nacionales,administracion,20,Baritú,Salta,-22.4985119,-64.7680251,alta,denominacion,1
Dirección de Compras y Contrataciones de Energía,328 - Secretaría de Energía,administracion,20,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
450/000 - Dirección General de Administración y Finanzas,366 - Ministerio de Modernización,administracion,19,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
37/139 - AGRUPACIÓN ESPECIAL DE DESPLIEGUE RÁPIDO GRL D MARTÍN MIGUEL DE GÜEMES,375 - Gendarmeria Nacional,seguridad_defensa,17,Campo de Mayo,Buenos Aires,-34.5550627752485,-58.6522136037965,media,deepseek+georef,0
72/2 - SUB DISTRITO ELECTORAL 3 MORENO,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,17,Moreno,Buenos Aires,-34.6469059433022,-58.7889292381186,alta,denominacion,1
95/1 Dirección de Programas y Proyectos Sectoriales y Especiales de Niñez Adolescencia y Familia,311 - Ministerio de Salud y Desarrollo Social,salud_social,17,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
37/154 - CENTRO INTERNACIONAL DE ANÁLISIS DEL DELITO COMPLEJO EN LA TRIPLE FRONTERA,375 - Gendarmeria Nacional,seguridad_defensa,16,Puerto Iguazú,Misiones,-25.5972100979327,-54.5772230013845,media,deepseek+georef,0
43/1-Departamento de Compras (FE) - Instituto de Ayuda Financiera para Pago de Retiros y Pensiones Militares - Ministerio de Defensa,470 - Instituto de Ayuda Financiera para pago de Retiros y Pensiones Militares,seguridad_defensa,15,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
132/61 - UNIDAD ASISTENCIAL DR. CESAR MILSTEIN,911 - Instituto Nacional de Servicios Sociales para Jubilados y Pensionados - INSSJP,salud_social,14,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
74/23 - Parque Nacional Pre Delta,107 - Administración de Parques Nacionales,administracion,14,Diamante,Entre Ríos,-32.0671282176756,-60.6426461219973,media,deepseek+georef,0
63/000 - Dirección de Contrataciones - ANSES,850 - Administración Nacional de la Seguridad Social,salud_social,14,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
37/135 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO SEGURIDAD VIAL CATALINA,375 - Gendarmeria Nacional,seguridad_defensa,14,Catalina,Córdoba,-32.0710336,-64.5344371,alta,denominacion,1
37/145 - REGION IX,375 - Gendarmeria Nacional,seguridad_defensa,13,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
58/01 - Organismo Regulador del Sistema Nacional de Aeropuertos,664 - Organismo Regulador del Sistema Nacional de Aeropuertos,administracion,13,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
84/117 - DISTRITO ELECTORAL - BUENOS AIRES,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,13,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
95/1 Dirección de Programas y Proyectos Sectoriales y Especiales de Niñez Adolescencia y Familia,311 - Ministerio de Desarrollo Social,salud_social,12,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
72/3 - Subdistrito Electoral Nro 7 - Mar del Plata,371 - Estado Mayor Conjunto (EMCO),seguridad_defensa,12,Mar del Plata,Buenos Aires,-38.0064494189987,-57.5438377776641,alta,denominacion,1
340/000 - Dirección General de Servicio Logístico de la Defensa - SSSLD,376 - Subsecreataría de Planeamiento Operativo y Servicio Logístico de la Defensa,seguridad_defensa,12,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
37/054 - Comando De  Región V,375 - Gendarmeria Nacional,seguridad_defensa,10,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
37/141 - ESCUADRON 67 CATAMARCA,375 - Gendarmeria Nacional,seguridad_defensa,10,San Fernando del Valle de Catamarca,Catamarca,-28.4690132409229,-65.7789173519908,alta,deepseek+georef,0
37/142 - ESCUADRON 69 “SANTA CRUZ,375 - Gendarmeria Nacional,seguridad_defensa,7,Río Gallegos,Santa Cruz,-51.6234632663739,-69.2158645331237,alta,deepseek+georef,0
74/51 - Parque Interjurisdiccional Marino - Isla Pingüino,107 - Administración de Parques Nacionales,administracion,7,Puerto Deseado,Santa Cruz,-47.7517194088909,-65.9009487268108,media,deepseek+georef,0
507 - Ministerio de Desregulación y Transformación del Estado,389 - Ministerio de Desregulación y Transformación del Estado,administracion,7,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
132/64 - HOSPITAL DR. BERNARDO HOUSSAY,911 - Instituto Nacional de Servicios Sociales para Jubilados y Pensionados - INSSJP,salud_social,6,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
74/54 - PARQUE NACIONAL ANSENUZA,107 - Administración de Parques Nacionales,administracion,6,Malargüe,Mendoza,-35.4683739980962,-69.5847075525399,media,deepseek+georef,0
132 - GERENCIA DE ADMINITRACIÓN,911 - Instituto Nacional de Servicios Sociales para Jubilados y Pensionados - INSSJP,salud_social,5,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
478/000 - Dirección de Contrataciones - ANLAP,916 - Agencia Nacional de Laboratorios Públicos,salud_social,4,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
37/123 - JEFATURA DE REGIÓN VII,375 - Gendarmeria Nacional,seguridad_defensa,4,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
262/008 - Proyecto adaptación al cambio climático en ciudades y ecosistemas costeros vulnerables del Río Uruguay,317 - Ministerio de Ambiente y Desarrollo Sostenible,administracion,3,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
489 - BICE Fideicomisos S.A,716 - BICE Fideicomisos S.A,administracion,3,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
484 - Dirección General de Administración- INAM,918 - Instituto Nacional de las Mujeres,salud_social,3,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
74/53 - Parque Nacional Islote Lobos,107 - Administración de Parques Nacionales,administracion,3,Sierra Grande,Río Negro,-41.6054599449508,-65.3570237719529,media,deepseek+georef,0
81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,364-Ministerio de Obras Públicas,infraestructura,3,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
37/70 - ESCUADRON 44 USHUAIA,375 - Gendarmeria Nacional,seguridad_defensa,3,Ushuaia,Tierra del Fuego,-54.8074039816905,-68.3037571781958,alta,denominacion,1
504 - MINISTERIO DE INFRAESTRUCTURA,377 - INFRAESTRUCTURA ECONOMICA Y SOCIAL,infraestructura,3,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
262/009 Proyecto Inversiones Integradas Bajas en Carbono y Conservación en Ciudades Argentinas,317 - Ministerio de Ambiente y Desarrollo Sostenible,administracion,2,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
262/000 - Dirección General de Administración Y Finanzas - MAD,317 - Ministerio de Ambiente y Desarrollo Sustentable,administracion,2,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
262/010 Proyecto Cooperación Institucional; Técnica y Científica para la Contribución de Políticas Públicas Ambientales / Argentina - Portugal  (MOU),317 - Ministerio de Ambiente y Desarrollo Sostenible,administracion,2,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
132/20 - UGL XX - LA PAMPA,911 - Instituto Nacional de Servicios Sociales para Jubilados y Pensionados - INSSJP,salud_social,2,Santa Rosa,La Pampa,-36.6204011947334,-64.2906300356297,alta,deepseek+georef,0
37/122 - Comando De Región VI,375 - Gendarmeria Nacional,seguridad_defensa,1,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
28 -  Departamento de Compras y Patrimonio- MTU,322 - Ministerio de Turismo,administracion,1,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
508 - AGENCIA NACIONAL DE PUERTOS Y NAVEGACIÓN,673 - AGENCIA NACIONAL DE PUERTOS Y NAVEGACIÓN,administracion,1,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
82 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,330 - Ministerio de Educación,cultura_educacion,1,CABA,CABA,-34.6075,-58.4371,alta,deepseek+georef,0
315/000 - Dirección General de Administración - MP,362 - Ministerio de Producción,administracion,1,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
340/000 - Dirección General de Servicio Logístico de la Defensa - SSSLD,376 - Subsecretaría de Planeamiento Operativo y Servicio Logístico de la Defensa,seguridad_defensa,1,CABA,CABA,-34.6075,-58.4371,media,deepseek+georef,0
132/2 - UGL II - CORRIENTES,911 - Instituto Nacional de Servicios Sociales para Jubilados y Pensionados - INSSJP,salud_social,1,Corrientes,Corrientes,-27.4633450136008,-58.8394728460849,alta,denominacion,1
